"Area.Abbreviation","Area.Code","Area","Item.Code","Item","Element.Code","Element","Unit","latitude","longitude","Year","Value","El_Nino_Year"
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1999",2678,FALSE
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2000",2763,FALSE
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2001",2755,FALSE
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2002",2791,FALSE
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2003",2796,FALSE
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2004",2694,FALSE
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2005",3085,FALSE
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2006",3223,FALSE
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2007",3191,FALSE
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2008",3458,FALSE
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2009",3498,FALSE
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2010",3670,FALSE
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2011",3826,FALSE
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2012",3928,FALSE
"ETH",238,"Ethiopia",2514,"Maize and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2013",3960,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1961",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1962",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1963",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1964",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1965",NA,TRUE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1966",NA,TRUE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1967",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1968",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1969",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1970",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1971",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1972",NA,TRUE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1973",NA,TRUE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1974",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1975",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1976",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1977",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1978",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1979",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1980",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1981",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1982",NA,TRUE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1983",NA,TRUE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1984",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1985",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1986",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1987",NA,TRUE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1988",NA,TRUE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1989",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1990",NA,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1991",NA,TRUE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1992",NA,TRUE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1993",1155,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1994",1193,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1995",1229,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1996",1358,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1997",1504,TRUE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1998",1541,TRUE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y1999",1575,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y2000",1634,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y2001",1631,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y2002",1702,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y2003",1799,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y2004",1873,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y2005",2050,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y2006",2080,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y2007",2172,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y2008",2115,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y2009",2146,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y2010",2338,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y2011",2447,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y2012",2438,FALSE
"ETH",238,"Ethiopia",2520,"Cereals, Other",5142,"Food","1000 tonnes",9.15,40.49,"Y2013",2495,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1961",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1962",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1963",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1964",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1965",NA,TRUE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1966",NA,TRUE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1967",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1968",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1969",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1970",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1971",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1972",NA,TRUE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1973",NA,TRUE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1974",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1975",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1976",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1977",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1978",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1979",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1980",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1981",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1982",NA,TRUE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1983",NA,TRUE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1984",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1985",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1986",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1987",NA,TRUE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1988",NA,TRUE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1989",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1990",NA,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1991",NA,TRUE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1992",NA,TRUE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1993",289,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1994",288,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1995",292,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1996",297,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1997",295,TRUE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1998",302,TRUE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1999",324,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2000",324,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2001",361,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2002",317,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2003",434,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2004",426,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2005",375,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2006",365,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2007",447,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2008",315,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2009",487,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2010",353,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2011",341,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2012",704,FALSE
"ETH",238,"Ethiopia",2531,"Potatoes and products",5142,"Food","1000 tonnes",9.15,40.49,"Y2013",625,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1961",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1962",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1963",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1964",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1965",NA,TRUE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1966",NA,TRUE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1967",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1968",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1969",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1970",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1971",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1972",NA,TRUE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1973",NA,TRUE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1974",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1975",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1976",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1977",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1978",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1979",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1980",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1981",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1982",NA,TRUE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1983",NA,TRUE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1984",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1985",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1986",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1987",NA,TRUE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1988",NA,TRUE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1989",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1990",NA,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1991",NA,TRUE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1992",NA,TRUE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1993",172,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1994",149,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1995",168,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1996",198,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1997",218,TRUE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1998",221,TRUE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y1999",241,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y2000",246,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y2001",254,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y2002",247,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y2003",263,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y2004",372,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y2005",373,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y2006",396,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y2007",402,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y2008",421,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y2009",413,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y2010",453,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y2011",536,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y2012",474,FALSE
"ETH",238,"Ethiopia",2542,"Sugar (Raw Equivalent)",5142,"Food","1000 tonnes",9.15,40.49,"Y2013",572,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1961",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1962",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1963",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1964",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1965",NA,TRUE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1966",NA,TRUE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1967",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1968",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1969",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1970",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1971",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1972",NA,TRUE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1973",NA,TRUE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1974",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1975",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1976",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1977",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1978",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1979",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1980",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1981",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1982",NA,TRUE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1983",NA,TRUE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1984",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1985",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1986",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1987",NA,TRUE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1988",NA,TRUE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1989",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1990",NA,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1991",NA,TRUE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1992",NA,TRUE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1993",369,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1994",377,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1995",495,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1996",515,FALSE
"ETH",238,"Ethiopia",2549,"Pulses, Other and products",5142,"Food","1000 tonnes",9.15,40.49,"Y1997",531,TRUE
